,district,state,year,month,temperature,rainfall,humidity
14180,kochbihar,west bengal,2022,1,16.29,0.26,74.84
14191,darjiling,west bengal,2022,1,10.46,0.29,73.35
14218,jalpaiguri,west bengal,2023,1,17.54,0.0,59.0
14219,kochbihar,west bengal,2023,1,16.92,0.0,64.9
14230,darjiling,west bengal,2023,1,11.86,0.01,57.44
18626,west midnapore,west bengal,2000,2,20.31,1.77,71.35
18635,bankura,west bengal,2000,2,19.61,1.35,68.82
18645,puruliya,west bengal,2000,2,18.95,0.84,59.26
18656,birbhum,west bengal,2000,2,19.46,1.2,55.0
18796,west midnapore,west bengal,2001,2,22.18,0.32,50.94
18805,bankura,west bengal,2001,2,22.26,0.2,37.48
18815,puruliya,west bengal,2001,2,21.85,0.1,28.91
18826,birbhum,west bengal,2001,2,21.7,0.1,32.88
18966,west midnapore,west bengal,2002,2,20.63,0.02,63.05
18975,bankura,west bengal,2002,2,20.41,0.05,58.19
18985,puruliya,west bengal,2002,2,20.36,0.13,49.89
18996,birbhum,west bengal,2002,2,20.87,0.05,46.67
19136,west midnapore,west bengal,2003,2,22.04,0.38,66.79
19145,bankura,west bengal,2003,2,21.54,0.58,62.11
19155,puruliya,west bengal,2003,2,20.76,0.79,57.35
19166,birbhum,west bengal,2003,2,21.28,0.76,55.63
19306,west midnapore,west bengal,2004,2,19.55,0.07,64.16
19315,bankura,west bengal,2004,2,19.27,0.03,58.07
19325,puruliya,west bengal,2004,2,18.46,0.08,56.07
19336,birbhum,west bengal,2004,2,20.14,0.02,47.75
19476,west midnapore,west bengal,2005,2,21.78,0.18,66.57
19485,bankura,west bengal,2005,2,21.33,0.54,61.91
19495,puruliya,west bengal,2005,2,20.72,1.06,56.98
19506,birbhum,west bengal,2005,2,21.55,0.28,54.95
19646,west midnapore,west bengal,2006,2,22.22,0.0,63.83
19655,bankura,west bengal,2006,2,23.01,0.0,48.54
19665,puruliya,west bengal,2006,2,23.35,0.0,36.79
19676,birbhum,west bengal,2006,2,23.19,0.0,45.79
19816,west midnapore,west bengal,2007,2,20.85,2.14,69.97
19825,bankura,west bengal,2007,2,20.13,2.03,68.88
19835,puruliya,west bengal,2007,2,19.43,2.01,64.96
19846,birbhum,west bengal,2007,2,20.52,1.28,59.32
19986,west midnapore,west bengal,2008,2,18.44,0.55,68.23
19995,bankura,west bengal,2008,2,17.76,0.29,66.12
20005,puruliya,west bengal,2008,2,17.16,0.28,60.6
20016,birbhum,west bengal,2008,2,18.03,0.17,58.77
20156,west midnapore,west bengal,2009,2,21.59,0.01,55.52
20165,bankura,west bengal,2009,2,21.09,0.0,52.3
20175,puruliya,west bengal,2009,2,20.91,0.0,44.48
20186,birbhum,west bengal,2009,2,21.56,0.14,42.61
20326,west midnapore,west bengal,2010,2,20.83,0.64,61.17
20335,bankura,west bengal,2010,2,20.45,0.74,58.3
20345,puruliya,west bengal,2010,2,20.39,0.54,50.0
20356,birbhum,west bengal,2010,2,20.74,0.62,48.86
20496,west midnapore,west bengal,2011,2,21.72,0.42,52.51
20505,bankura,west bengal,2011,2,21.58,0.22,47.24
20515,puruliya,west bengal,2011,2,20.91,0.1,44.36
20526,birbhum,west bengal,2011,2,21.53,0.07,42.45
20666,west midnapore,west bengal,2012,2,20.14,0.41,63.2
20675,bankura,west bengal,2012,2,19.59,0.43,61.33
20685,puruliya,west bengal,2012,2,19.03,0.47,56.92
20696,birbhum,west bengal,2012,2,20.22,0.19,49.8
20836,west midnapore,west bengal,2013,2,20.23,0.41,55.93
20845,bankura,west bengal,2013,2,19.06,0.51,60.53
20855,puruliya,west bengal,2013,2,18.53,0.63,56.87
20866,birbhum,west bengal,2013,2,20.09,0.52,46.56
21006,west midnapore,west bengal,2014,2,19.58,1.45,70.38
21015,bankura,west bengal,2014,2,19.06,1.56,68.15
21025,puruliya,west bengal,2014,2,18.23,1.62,65.93
21036,birbhum,west bengal,2014,2,19.04,0.89,59.16
21176,west midnapore,west bengal,2015,2,21.03,0.16,66.55
21185,bankura,west bengal,2015,2,20.65,0.29,60.82
21195,puruliya,west bengal,2015,2,20.73,0.15,50.46
21206,birbhum,west bengal,2015,2,21.57,0.37,49.23
21346,west midnapore,west bengal,2016,2,24.21,1.6,64.76
21355,bankura,west bengal,2016,2,23.54,1.39,59.31
21365,puruliya,west bengal,2016,2,22.94,0.52,48.91
21376,birbhum,west bengal,2016,2,23.56,0.72,46.47
21516,west midnapore,west bengal,2017,2,21.47,0.0,63.56
21525,bankura,west bengal,2017,2,21.12,0.0,56.12
21535,puruliya,west bengal,2017,2,20.96,0.0,47.51
21546,birbhum,west bengal,2017,2,21.8,0.0,46.11
21686,west midnapore,west bengal,2018,2,20.71,0.13,65.53
21695,bankura,west bengal,2018,2,20.56,0.1,59.41
21705,puruliya,west bengal,2018,2,20.54,0.07,52.16
21716,birbhum,west bengal,2018,2,21.12,0.08,52.96
21856,west midnapore,west bengal,2019,2,21.19,3.15,63.0
21865,bankura,west bengal,2019,2,21.01,2.35,56.53
21875,puruliya,west bengal,2019,2,20.69,1.29,50.17
21886,birbhum,west bengal,2019,2,21.48,1.44,48.86
22026,west midnapore,west bengal,2020,2,18.61,0.41,69.34
22035,bankura,west bengal,2020,2,18.18,0.26,65.88
22045,puruliya,west bengal,2020,2,17.11,0.21,65.25
22056,birbhum,west bengal,2020,2,18.68,0.25,56.97
22196,west midnapore,west bengal,2021,2,20.92,0.04,58.9
22205,bankura,west bengal,2021,2,20.62,0.05,53.21
22215,puruliya,west bengal,2021,2,20.24,0.07,46.59
22226,birbhum,west bengal,2021,2,21.32,0.06,44.07
22366,west midnapore,west bengal,2022,2,19.21,1.54,73.24
22375,bankura,west bengal,2022,2,18.28,1.71,70.26
22385,puruliya,west bengal,2022,2,17.42,1.58,66.17
22396,birbhum,west bengal,2022,2,18.11,1.95,67.94
22536,west midnapore,west bengal,2023,2,21.54,0.03,59.21
22545,bankura,west bengal,2023,2,21.14,0.0,50.58
22555,puruliya,west bengal,2023,2,20.37,0.0,44.22
22566,birbhum,west bengal,2023,2,21.83,0.0,38.92
22632,east midnapore,west bengal,2000,2,22.3,1.51,65.76
22633,north 24 parganas,west bengal,2000,2,22.53,1.22,61.52
22634,south 24 parganas,west bengal,2000,2,22.53,1.22,61.52
22635,haora,west bengal,2000,2,21.34,1.34,63.65
22636,kolkata,west bengal,2000,2,21.34,1.34,63.65
22639,hugli,west bengal,2000,2,20.72,1.2,60.8
22642,barddhaman,west bengal,2000,2,20.39,1.19,56.72
22643,nadia,west bengal,2000,2,20.79,1.08,53.45
22652,murshidabad,west bengal,2000,2,19.51,1.31,49.56
22659,maldah,west bengal,2000,2,18.77,1.31,47.14
22667,dakshin dinajpur,west bengal,2000,2,18.1,1.34,47.03
22675,uttar dinajpur,west bengal,2000,2,17.5,1.06,42.88
22687,east midnapore,west bengal,2001,2,23.88,0.38,55.43
22688,north 24 parganas,west bengal,2001,2,24.33,0.41,51.99
22689,south 24 parganas,west bengal,2001,2,24.33,0.41,51.99
22690,haora,west bengal,2001,2,23.04,0.33,47.97
22691,kolkata,west bengal,2001,2,23.04,0.33,47.97
22694,hugli,west bengal,2001,2,22.35,0.26,43.07
22697,barddhaman,west bengal,2001,2,22.12,0.19,37.66
22698,nadia,west bengal,2001,2,22.38,0.25,39.02
22707,murshidabad,west bengal,2001,2,21.67,0.06,33.19
22714,maldah,west bengal,2001,2,21.3,0.03,31.2
22722,dakshin dinajpur,west bengal,2001,2,21.02,0.04,34.74
22730,uttar dinajpur,west bengal,2001,2,20.21,0.05,31.67
22742,east midnapore,west bengal,2002,2,22.69,0.0,59.32
22743,north 24 parganas,west bengal,2002,2,23.14,0.0,55.19
22744,south 24 parganas,west bengal,2002,2,23.14,0.0,55.19
22745,haora,west bengal,2002,2,21.64,0.01,56.17
22746,kolkata,west bengal,2002,2,21.64,0.01,56.17
22749,hugli,west bengal,2002,2,21.35,0.01,51.98
22752,barddhaman,west bengal,2002,2,21.55,0.03,46.16
22753,nadia,west bengal,2002,2,21.95,0.03,44.11
22762,murshidabad,west bengal,2002,2,21.28,0.06,42.59
22769,maldah,west bengal,2002,2,20.68,0.08,43.97
22777,dakshin dinajpur,west bengal,2002,2,20.3,0.11,47.06
22785,uttar dinajpur,west bengal,2002,2,19.79,0.13,45.68
22797,east midnapore,west bengal,2003,2,23.9,0.28,63.98
22798,north 24 parganas,west bengal,2003,2,24.44,0.26,57.73
22799,south 24 parganas,west bengal,2003,2,24.44,0.26,57.73
22800,haora,west bengal,2003,2,23.21,0.3,57.71
22801,kolkata,west bengal,2003,2,23.21,0.3,57.71
22804,hugli,west bengal,2003,2,22.76,0.37,53.37
22807,barddhaman,west bengal,2003,2,22.48,0.52,51.39
22808,nadia,west bengal,2003,2,22.71,0.52,50.19
22817,murshidabad,west bengal,2003,2,21.25,0.93,54.73
22824,maldah,west bengal,2003,2,20.59,1.09,55.71
22832,dakshin dinajpur,west bengal,2003,2,20.18,1.29,56.77
22840,uttar dinajpur,west bengal,2003,2,19.86,1.61,52.6
22852,east midnapore,west bengal,2004,2,21.77,0.04,62.09
22853,north 24 parganas,west bengal,2004,2,22.28,0.03,58.25
22854,south 24 parganas,west bengal,2004,2,22.28,0.03,58.25
22855,haora,west bengal,2004,2,20.61,0.04,58.04
22856,kolkata,west bengal,2004,2,20.61,0.04,58.04
22859,hugli,west bengal,2004,2,20.49,0.02,52.81
22862,barddhaman,west bengal,2004,2,20.83,0.01,47.8
22863,nadia,west bengal,2004,2,21.31,0.01,47.59
22872,murshidabad,west bengal,2004,2,20.88,0.01,45.58
22879,maldah,west bengal,2004,2,20.46,0.01,46.71
22887,dakshin dinajpur,west bengal,2004,2,19.97,0.01,52.25
22895,uttar dinajpur,west bengal,2004,2,19.45,0.01,49.52
22907,east midnapore,west bengal,2005,2,24.13,0.06,62.57
22908,north 24 parganas,west bengal,2005,2,24.82,0.05,57.55
22909,south 24 parganas,west bengal,2005,2,24.82,0.05,57.55
22910,haora,west bengal,2005,2,23.18,0.08,59.24
22911,kolkata,west bengal,2005,2,23.18,0.08,59.24
22914,hugli,west bengal,2005,2,22.56,0.1,57.46
22917,barddhaman,west bengal,2005,2,22.37,0.13,54.61
22918,nadia,west bengal,2005,2,23.0,0.1,51.92
22927,murshidabad,west bengal,2005,2,21.69,0.19,53.89
22934,maldah,west bengal,2005,2,21.33,0.21,53.67
22942,dakshin dinajpur,west bengal,2005,2,21.08,0.25,53.54
22950,uttar dinajpur,west bengal,2005,2,20.88,0.25,50.03
22962,east midnapore,west bengal,2006,2,24.57,0.0,62.98
22963,north 24 parganas,west bengal,2006,2,25.13,0.0,59.59
22964,south 24 parganas,west bengal,2006,2,25.13,0.0,59.59
22965,haora,west bengal,2006,2,23.68,0.0,57.51
22966,kolkata,west bengal,2006,2,23.68,0.0,57.51
22969,hugli,west bengal,2006,2,23.45,0.0,52.17
22972,barddhaman,west bengal,2006,2,23.53,0.0,48.28
22973,nadia,west bengal,2006,2,23.84,0.0,49.44
22982,murshidabad,west bengal,2006,2,22.77,0.01,51.98
22989,maldah,west bengal,2006,2,22.29,0.01,54.58
22997,dakshin dinajpur,west bengal,2006,2,22.22,0.02,57.0
23005,uttar dinajpur,west bengal,2006,2,21.87,0.02,52.84
23017,east midnapore,west bengal,2007,2,22.65,2.15,66.82
23018,north 24 parganas,west bengal,2007,2,22.79,2.07,64.87
23019,south 24 parganas,west bengal,2007,2,22.79,2.07,64.87
23020,haora,west bengal,2007,2,21.8,1.97,63.38
23021,kolkata,west bengal,2007,2,21.8,1.97,63.38
23024,hugli,west bengal,2007,2,21.39,1.71,60.38
23027,barddhaman,west bengal,2007,2,21.38,1.46,57.11
23028,nadia,west bengal,2007,2,21.67,1.43,56.6
23037,murshidabad,west bengal,2007,2,21.12,1.06,54.87
23044,maldah,west bengal,2007,2,20.64,0.95,55.41
23052,dakshin dinajpur,west bengal,2007,2,20.01,1.01,58.95
23060,uttar dinajpur,west bengal,2007,2,19.25,1.05,58.51
23072,east midnapore,west bengal,2008,2,20.52,0.72,65.37
23073,north 24 parganas,west bengal,2008,2,20.7,0.72,64.35
23074,south 24 parganas,west bengal,2008,2,20.7,0.72,64.35
23075,haora,west bengal,2008,2,19.19,0.66,65.02
23076,kolkata,west bengal,2008,2,19.19,0.66,65.02
23079,hugli,west bengal,2008,2,18.6,0.52,64.12
23082,barddhaman,west bengal,2008,2,18.44,0.35,61.74
23083,nadia,west bengal,2008,2,19.03,0.38,58.76
23092,murshidabad,west bengal,2008,2,18.4,0.1,56.63
23099,maldah,west bengal,2008,2,18.25,0.05,54.53
23107,dakshin dinajpur,west bengal,2008,2,18.15,0.03,53.76
23115,uttar dinajpur,west bengal,2008,2,17.68,0.03,51.27
23127,east midnapore,west bengal,2009,2,24.06,0.14,53.21
23128,north 24 parganas,west bengal,2009,2,24.37,0.41,51.11
23129,south 24 parganas,west bengal,2009,2,24.37,0.41,51.11
23130,haora,west bengal,2009,2,22.81,0.09,48.47
23131,kolkata,west bengal,2009,2,22.81,0.09,48.47
23134,hugli,west bengal,2009,2,22.17,0.06,46.43
23137,barddhaman,west bengal,2009,2,22.2,0.11,42.37
23138,nadia,west bengal,2009,2,22.53,0.18,42.08
23147,murshidabad,west bengal,2009,2,22.1,0.49,39.22
23154,maldah,west bengal,2009,2,21.57,0.52,40.37
23162,dakshin dinajpur,west bengal,2009,2,20.95,0.53,46.57
23170,uttar dinajpur,west bengal,2009,2,20.43,0.13,44.02
23182,east midnapore,west bengal,2010,2,23.15,0.62,55.98
23183,north 24 parganas,west bengal,2010,2,23.6,0.7,51.73
23184,south 24 parganas,west bengal,2010,2,23.6,0.7,51.73
23185,haora,west bengal,2010,2,22.06,0.8,53.07
23186,kolkata,west bengal,2010,2,22.06,0.8,53.07
23189,hugli,west bengal,2010,2,21.43,0.96,52.02
23192,barddhaman,west bengal,2010,2,21.26,0.89,49.44
23193,nadia,west bengal,2010,2,21.49,1.06,49.31
23202,murshidabad,west bengal,2010,2,20.9,0.31,46.58
23209,maldah,west bengal,2010,2,20.41,0.13,46.41
23217,dakshin dinajpur,west bengal,2010,2,19.98,0.06,47.27
23225,uttar dinajpur,west bengal,2010,2,19.56,0.05,43.58
23237,east midnapore,west bengal,2011,2,22.88,0.43,57.8
23238,north 24 parganas,west bengal,2011,2,23.5,0.29,53.75
23239,south 24 parganas,west bengal,2011,2,23.5,0.29,53.75
23240,haora,west bengal,2011,2,22.21,0.24,51.49
23241,kolkata,west bengal,2011,2,22.21,0.24,51.49
23244,hugli,west bengal,2011,2,21.93,0.1,47.8
23247,barddhaman,west bengal,2011,2,21.96,0.04,44.8
23248,nadia,west bengal,2011,2,21.95,0.03,47.87
23257,murshidabad,west bengal,2011,2,21.62,0.12,42.81
23264,maldah,west bengal,2011,2,20.94,0.23,44.5
23272,dakshin dinajpur,west bengal,2011,2,20.24,0.36,50.64
23280,uttar dinajpur,west bengal,2011,2,19.56,0.47,49.03
23292,east midnapore,west bengal,2012,2,22.36,0.42,59.16
23293,north 24 parganas,west bengal,2012,2,22.97,0.41,54.08
23294,south 24 parganas,west bengal,2012,2,22.97,0.41,54.08
23295,haora,west bengal,2012,2,21.37,0.42,55.31
23296,kolkata,west bengal,2012,2,21.37,0.42,55.31
23299,hugli,west bengal,2012,2,20.85,0.33,53.5
23302,barddhaman,west bengal,2012,2,20.81,0.2,49.76
23303,nadia,west bengal,2012,2,21.25,0.18,47.31
23312,murshidabad,west bengal,2012,2,20.86,0.07,43.23
23319,maldah,west bengal,2012,2,20.32,0.08,42.92
23327,dakshin dinajpur,west bengal,2012,2,19.63,0.11,44.32
23335,uttar dinajpur,west bengal,2012,2,19.1,0.13,44.77
23347,east midnapore,west bengal,2013,2,22.08,0.35,53.02
23348,north 24 parganas,west bengal,2013,2,22.87,0.33,46.85
23349,south 24 parganas,west bengal,2013,2,22.87,0.33,46.85
23350,haora,west bengal,2013,2,21.36,0.37,48.53
23351,kolkata,west bengal,2013,2,21.36,0.37,48.53
23354,hugli,west bengal,2013,2,21.05,0.39,46.67
23357,barddhaman,west bengal,2013,2,21.03,0.45,44.46
23358,nadia,west bengal,2013,2,21.25,0.4,44.34
23367,murshidabad,west bengal,2013,2,20.86,0.54,42.23
23374,maldah,west bengal,2013,2,20.54,0.5,42.84
23382,dakshin dinajpur,west bengal,2013,2,20.4,0.5,43.56
23390,uttar dinajpur,west bengal,2013,2,20.29,0.56,42.23
23402,east midnapore,west bengal,2014,2,21.7,1.23,65.79
23403,north 24 parganas,west bengal,2014,2,22.32,1.02,61.36
23404,south 24 parganas,west bengal,2014,2,22.32,1.02,61.36
23405,haora,west bengal,2014,2,20.43,1.16,65.29
23406,kolkata,west bengal,2014,2,20.43,1.16,65.29
23409,hugli,west bengal,2014,2,19.78,1.08,64.53
23412,barddhaman,west bengal,2014,2,19.72,1.01,60.72
23413,nadia,west bengal,2014,2,20.43,0.93,56.54
23422,murshidabad,west bengal,2014,2,19.89,0.9,51.64
23429,maldah,west bengal,2014,2,19.41,0.86,51.05
23437,dakshin dinajpur,west bengal,2014,2,18.68,0.92,53.85
23445,uttar dinajpur,west bengal,2014,2,18.32,0.7,52.77
23457,east midnapore,west bengal,2015,2,22.63,0.26,65.52
23458,north 24 parganas,west bengal,2015,2,23.11,0.34,61.2
23459,south 24 parganas,west bengal,2015,2,23.11,0.34,61.2
23460,haora,west bengal,2015,2,22.23,0.36,59.64
23461,kolkata,west bengal,2015,2,22.23,0.36,59.64
23464,hugli,west bengal,2015,2,22.13,0.67,54.34
23467,barddhaman,west bengal,2015,2,22.26,0.83,49.52
23468,nadia,west bengal,2015,2,22.44,1.45,50.47
23477,murshidabad,west bengal,2015,2,22.34,0.48,44.91
23484,maldah,west bengal,2015,2,21.97,0.33,45.16
23492,dakshin dinajpur,west bengal,2015,2,21.36,0.37,48.11
23500,uttar dinajpur,west bengal,2015,2,21.22,0.12,44.68
23512,east midnapore,west bengal,2016,2,25.55,2.84,65.55
23513,north 24 parganas,west bengal,2016,2,25.66,3.07,63.71
23514,south 24 parganas,west bengal,2016,2,25.66,3.07,63.71
23515,haora,west bengal,2016,2,25.12,2.59,59.64
23516,kolkata,west bengal,2016,2,25.12,2.59,59.64
23519,hugli,west bengal,2016,2,24.56,2.22,55.02
23522,barddhaman,west bengal,2016,2,24.26,1.51,50.07
23523,nadia,west bengal,2016,2,24.5,1.52,50.08
23532,murshidabad,west bengal,2016,2,23.75,0.36,42.01
23539,maldah,west bengal,2016,2,23.27,0.12,39.5
23547,dakshin dinajpur,west bengal,2016,2,22.57,0.03,41.39
23555,uttar dinajpur,west bengal,2016,2,22.08,0.03,37.67
23567,east midnapore,west bengal,2017,2,23.23,0.01,63.64
23568,north 24 parganas,west bengal,2017,2,23.72,0.02,58.79
23569,south 24 parganas,west bengal,2017,2,23.72,0.02,58.79
23570,haora,west bengal,2017,2,22.66,0.0,56.34
23571,kolkata,west bengal,2017,2,22.66,0.0,56.34
23574,hugli,west bengal,2017,2,22.38,0.0,51.08
23577,barddhaman,west bengal,2017,2,22.4,0.0,46.98
23578,nadia,west bengal,2017,2,22.93,0.01,45.35
23587,murshidabad,west bengal,2017,2,22.42,0.0,42.29
23594,maldah,west bengal,2017,2,21.94,0.0,42.41
23602,dakshin dinajpur,west bengal,2017,2,21.2,0.01,46.15
23610,uttar dinajpur,west bengal,2017,2,20.93,0.02,43.31
23622,east midnapore,west bengal,2018,2,22.71,0.08,65.0
23623,north 24 parganas,west bengal,2018,2,23.07,0.04,64.05
23624,south 24 parganas,west bengal,2018,2,23.07,0.04,64.05
23625,haora,west bengal,2018,2,21.61,0.07,62.95
23626,kolkata,west bengal,2018,2,21.61,0.07,62.95
23629,hugli,west bengal,2018,2,21.02,0.06,61.89
23632,barddhaman,west bengal,2018,2,21.02,0.13,59.02
23633,nadia,west bengal,2018,2,21.52,0.34,57.83
23642,murshidabad,west bengal,2018,2,21.3,0.38,52.95
23649,maldah,west bengal,2018,2,21.03,0.35,51.38
23657,dakshin dinajpur,west bengal,2018,2,20.63,0.39,53.11
23665,uttar dinajpur,west bengal,2018,2,20.53,0.09,44.98
23677,east midnapore,west bengal,2019,2,23.03,5.38,61.57
23678,north 24 parganas,west bengal,2019,2,23.6,6.0,57.33
23679,south 24 parganas,west bengal,2019,2,23.6,6.0,57.33
23680,haora,west bengal,2019,2,22.64,4.49,55.32
23681,kolkata,west bengal,2019,2,22.64,4.49,55.32
23684,hugli,west bengal,2019,2,22.32,3.45,51.54
23687,barddhaman,west bengal,2019,2,22.28,2.26,47.79
23688,nadia,west bengal,2019,2,22.77,2.64,45.39
23697,murshidabad,west bengal,2019,2,21.86,1.2,45.55
23704,maldah,west bengal,2019,2,21.48,1.07,45.33
23712,dakshin dinajpur,west bengal,2019,2,21.07,0.69,46.76
23720,uttar dinajpur,west bengal,2019,2,20.64,0.89,46.27
23732,east midnapore,west bengal,2020,2,20.39,0.35,66.7
23733,north 24 parganas,west bengal,2020,2,20.71,0.23,65.38
23734,south 24 parganas,west bengal,2020,2,20.71,0.23,65.38
23735,haora,west bengal,2020,2,19.3,0.26,66.58
23736,kolkata,west bengal,2020,2,19.3,0.26,66.58
23739,hugli,west bengal,2020,2,19.25,0.17,62.38
23742,barddhaman,west bengal,2020,2,19.59,0.14,56.1
23743,nadia,west bengal,2020,2,19.33,0.17,60.9
23752,murshidabad,west bengal,2020,2,18.98,0.32,56.43
23759,maldah,west bengal,2020,2,18.35,0.44,59.0
23767,dakshin dinajpur,west bengal,2020,2,18.1,0.5,61.13
23775,uttar dinajpur,west bengal,2020,2,18.26,0.9,55.59
23787,east midnapore,west bengal,2021,2,22.72,0.02,58.46
23788,north 24 parganas,west bengal,2021,2,23.14,0.04,56.25
23789,south 24 parganas,west bengal,2021,2,23.14,0.04,56.25
23790,haora,west bengal,2021,2,22.21,0.03,51.52
23791,kolkata,west bengal,2021,2,22.21,0.03,51.52
23794,hugli,west bengal,2021,2,21.99,0.04,46.6
23797,barddhaman,west bengal,2021,2,22.04,0.03,43.15
23798,nadia,west bengal,2021,2,21.92,0.04,46.1
23807,murshidabad,west bengal,2021,2,21.34,0.02,45.47
23814,maldah,west bengal,2021,2,20.78,0.02,46.8
23822,dakshin dinajpur,west bengal,2021,2,20.4,0.01,48.52
23830,uttar dinajpur,west bengal,2021,2,19.84,0.06,47.63
23842,east midnapore,west bengal,2022,2,21.15,1.78,69.95
23843,north 24 parganas,west bengal,2022,2,21.37,2.3,67.45
23844,south 24 parganas,west bengal,2022,2,21.37,2.3,67.45
23845,haora,west bengal,2022,2,19.9,1.76,70.49
23846,kolkata,west bengal,2022,2,19.9,1.76,70.49
23849,hugli,west bengal,2022,2,19.14,1.83,70.9
23852,barddhaman,west bengal,2022,2,18.76,1.96,69.97
23853,nadia,west bengal,2022,2,19.22,2.25,67.23
23862,murshidabad,west bengal,2022,2,18.75,1.9,64.56
23869,maldah,west bengal,2022,2,18.27,1.82,65.65
23877,dakshin dinajpur,west bengal,2022,2,17.5,1.99,70.56
23885,uttar dinajpur,west bengal,2022,2,17.11,1.5,69.43
23897,east midnapore,west bengal,2023,2,23.63,0.06,59.49
23898,north 24 parganas,west bengal,2023,2,24.07,0.03,56.69
23899,south 24 parganas,west bengal,2023,2,24.07,0.03,56.69
23900,haora,west bengal,2023,2,23.08,0.03,52.11
23901,kolkata,west bengal,2023,2,23.08,0.03,52.11
23904,hugli,west bengal,2023,2,22.68,0.01,47.38
23907,barddhaman,west bengal,2023,2,22.61,0.0,41.76
23908,nadia,west bengal,2023,2,22.95,0.02,43.71
23917,murshidabad,west bengal,2023,2,22.32,0.0,38.62
23924,maldah,west bengal,2023,2,21.91,0.0,40.86
23932,dakshin dinajpur,west bengal,2023,2,21.29,0.01,47.61
23940,uttar dinajpur,west bengal,2023,2,20.87,0.03,47.6
27577,jalpaiguri,west bengal,2000,2,17.63,0.91,38.84
27578,kochbihar,west bengal,2000,2,16.8,1.22,45.07
27589,darjiling,west bengal,2000,2,10.94,0.36,37.2
27616,jalpaiguri,west bengal,2001,2,20.14,0.1,32.09
27617,kochbihar,west bengal,2001,2,19.45,0.22,38.8
27628,darjiling,west bengal,2001,2,13.8,0.12,27.73
27655,jalpaiguri,west bengal,2002,2,20.14,0.16,42.28
27656,kochbihar,west bengal,2002,2,19.29,0.2,48.52
27667,darjiling,west bengal,2002,2,13.86,0.15,39.94
27694,jalpaiguri,west bengal,2003,2,20.01,1.77,48.02
27695,kochbihar,west bengal,2003,2,19.13,1.55,53.6
27706,darjiling,west bengal,2003,2,12.84,1.63,48.3
27733,jalpaiguri,west bengal,2004,2,19.54,0.02,47.95
27734,kochbihar,west bengal,2004,2,18.7,0.05,53.97
27745,darjiling,west bengal,2004,2,12.9,0.02,47.9
27772,jalpaiguri,west bengal,2005,2,20.9,0.27,47.39
27773,kochbihar,west bengal,2005,2,20.08,0.33,52.89
27784,darjiling,west bengal,2005,2,13.86,0.22,48.99
27811,jalpaiguri,west bengal,2006,2,22.19,0.03,49.44
27812,kochbihar,west bengal,2006,2,21.31,0.09,55.89
27823,darjiling,west bengal,2006,2,15.65,0.01,48.26
